Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,Pokedex Entry
240,145,"""Zapdos""","""Electric Pokémon""",NULL,NULL,"""Sub-Legendary""",1.6,52.6,"""Electric""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,0,0,35,"""Red""",90,90,85,125,90,100,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.
1386,145,"""Zapdos""","""Strong Legs Pokémon""","""Galar""",240,"""Sub-Legendary""",1.6,58.2,"""Fighting""","""Flying""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.
241,146,"""Moltres""","""Flame Pokémon""",NULL,NULL,"""Sub-Legendary""",2.0,60.0,"""Fire""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,0,0,35,"""Red""",90,100,90,125,85,90,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
1387,146,"""Moltres""","""Malevolent Pokémon""","""Galar""",241,"""Sub-Legendary""",2.0,66.0,"""Dark""","""Flying""","""Berserk""","""Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
242,147,"""Dratini""","""Dragon Pokémon""",NULL,NULL,NULL,1.8,3.3,"""Dragon""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Marvel Scale""","""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""",NULL,NULL,50,50,35,"""Red""",41,64,45,50,50,50,300,0,1,0,0,0,0,1,45,"""Slow""",1250000,"""Water 1""","""Dragon""",40,NULL,NULL,Long considered a mythical POKéMON until recently when a small colony was found living underwater.
243,148,"""Dragonair""","""Dragon Pokémon""",NULL,NULL,NULL,4.0,16.5,"""Dragon""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Marvel Scale""","""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""",NULL,NULL,50,50,35,"""Red""",61,84,65,70,70,70,420,0,2,0,0,0,0,2,45,"""Slow""",1250000,"""Water 1""","""Dragon""",40,242,"""Level 30""",A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.
244,149,"""Dragonite""","""Dragon Pokémon""",NULL,NULL,NULL,2.2,210.0,"""Dragon""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Multiscale""","""Reduces the amount of damage the Pokémon takes while its HP is full.""",NULL,NULL,50,50,35,"""Red""",91,134,95,100,100,80,600,0,3,0,0,0,0,3,45,"""Slow""",1250000,"""Water 1""","""Dragon""",40,243,"""Level 55""",An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.
43,150,"""Mewtwo""","""Genetic Pokémon""",NULL,NULL,"""Legendary""",2.0,122.0,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,0,0,0,"""Red""",106,110,90,154,90,130,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
44,150,"""Mewtwo""","""Genetic Pokémon""","""Mega X""",43,"""Legendary""",2.3,127.0,"""Psychic""",NULL,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""X""",106,190,100,154,100,130,780,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
45,150,"""Mewtwo""","""Genetic Pokémon""","""Mega Y""",43,"""Legendary""",1.5,33.0,"""Psychic""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""X""",106,150,70,194,120,140,780,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
42,151,"""Mew""","""New Species Pokémon""",NULL,NULL,"""Mythical""",0.4,4.0,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Red""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,"""Medium Slow""",1059860,"""No Eggs Discovered""",NULL,120,NULL,NULL,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
245,152,"""Chikorita""","""Leaf Pokémon""",NULL,NULL,NULL,0.9,6.4,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,87.5,12.5,50,"""Gold""",45,49,65,49,65,45,318,0,0,0,0,1,0,1,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,NULL,NULL,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.
246,153,"""Bayleef""","""Leaf Pokémon""",NULL,NULL,NULL,1.2,15.8,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,87.5,12.5,50,"""Gold""",60,62,80,63,80,60,405,0,0,1,0,1,0,2,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,245,"""Level 16""","The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight."
247,154,"""Meganium""","""Herb Pokémon""",NULL,NULL,NULL,1.8,100.5,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,87.5,12.5,50,"""Gold""",80,82,100,83,100,80,525,0,0,1,0,2,0,3,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,246,"""Level 32""",The aroma that rises from its petals contains a substance that calms aggressive feelings.
248,155,"""Cyndaquil""","""Fire Mouse Pokémon""",NULL,NULL,NULL,0.5,7.9,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,87.5,12.5,50,"""Gold""",39,52,43,60,50,65,309,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,"""Field""",NULL,20,NULL,NULL,"It has a timid nature. If it is startled, the flames on its back burn more vigorously."
249,156,"""Quilava""","""Volcano Pokémon""",NULL,NULL,NULL,0.9,19.0,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,87.5,12.5,50,"""Gold""",58,64,58,80,65,80,405,0,0,0,1,0,1,2,45,"""Medium Slow""",1059860,"""Field""",NULL,20,248,"""Level 14""",Be careful if it turns its back during battle. It means that it will attack with the fire on its back.
250,157,"""Typhlosion""","""Volcano Pokémon""",NULL,NULL,NULL,1.7,79.5,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,87.5,12.5,50,"""Gold""",78,84,78,109,85,100,534,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Field""",NULL,20,249,"""Level 36""","If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
1628,157,"""Typhlosion""","""Ghost Flame Pokémon""","""Hisui""",250,NULL,1.6,69.8,"""Fire""","""Ghost""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,87.5,12.5,50,"""Legends Arceus""",73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,"""Medium Slow""",1059860,"""Field""",NULL,20,249,"""Level 36 in Hisui""","If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
1628,157,"""Typhlosion""","""Ghost Flame Pokémon""","""Hisui""",250,NULL,1.6,69.8,"""Fire""","""Ghost""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,87.5,12.5,50,"""Legends Arceus""",73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,"""Medium Slow""",1059860,"""Field""",NULL,20,249,NULL,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
251,158,"""Totodile""","""Big Jaw Pokémon""",NULL,NULL,NULL,0.6,9.5,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,87.5,12.5,50,"""Gold""",50,65,64,44,48,43,314,0,1,0,0,0,0,1,45,"""Medium Slow""",1059860,"""Monster""","""Water 1""",20,NULL,NULL,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.
252,159,"""Croconaw""","""Big Jaw Pokémon""",NULL,NULL,NULL,1.1,25.0,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,87.5,12.5,50,"""Gold""",65,80,80,59,63,58,405,0,1,1,0,0,0,2,45,"""Medium Slow""",1059860,"""Monster""","""Water 1""",20,251,"""Level 18""","If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."
253,160,"""Feraligatr""","""Big Jaw Pokémon""",NULL,NULL,NULL,2.3,88.8,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,87.5,12.5,50,"""Gold""",85,105,100,79,83,78,530,0,2,1,0,0,0,3,45,"""Medium Slow""",1059860,"""Monster""","""Water 1""",20,252,"""Level 30""","When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up."
254,161,"""Sentret""","""Scout Pokémon""",NULL,NULL,NULL,0.8,6.0,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,50,"""Gold""",35,46,34,35,45,20,215,0,1,0,0,0,0,1,255,"""Medium Fast""",1000000,"""Field""",NULL,15,NULL,NULL,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings."
255,162,"""Furret""","""Long Body Pokémon""",NULL,NULL,NULL,1.8,32.5,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,50,"""Gold""",85,76,64,45,55,90,415,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,"""Field""",NULL,15,254,"""Level 15""",It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.
256,163,"""Hoothoot""","""Owl Pokémon""",NULL,NULL,NULL,0.7,21.2,"""Normal""","""Flying""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,50,50,50,"""Gold""",60,30,30,36,56,50,262,1,0,0,0,0,0,1,255,"""Medium Fast""",1000000,"""Flying""",NULL,15,NULL,NULL,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
257,164,"""Noctowl""","""Owl Pokémon""",NULL,NULL,NULL,1.6,40.8,"""Normal""","""Flying""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,50,50,50,"""Gold""",100,50,50,86,96,70,452,2,0,0,0,0,0,2,90,"""Medium Fast""",1000000,"""Flying""",NULL,15,256,"""Level 20""",Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.
258,165,"""Ledyba""","""Five Star Pokémon""",NULL,NULL,NULL,1.0,10.8,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,50,"""Gold""",40,20,30,40,80,55,265,0,0,0,0,1,0,1,255,"""Fast""",800000,"""Bug""",NULL,15,NULL,NULL,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.
259,166,"""Ledian""","""Five Star Pokémon""",NULL,NULL,NULL,1.4,35.6,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Iron Fist""","""Powers up punching moves.""",NULL,NULL,50,50,50,"""Gold""",55,35,50,55,110,85,390,0,0,0,0,2,0,2,90,"""Fast""",800000,"""Bug""",NULL,15,258,"""Level 18""","When the stars flicker in the night sky, it flutters about, scattering a glowing powder."
260,167,"""Spinarak""","""String Spit Pokémon""",NULL,NULL,NULL,0.5,8.5,"""Bug""","""Poison""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""",NULL,NULL,50,50,50,"""Gold""",40,60,40,40,40,30,250,0,1,0,0,0,0,1,255,"""Fast""",800000,"""Bug""",NULL,15,NULL,NULL,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close."
261,168,"""Ariados""","""Long Leg Pokémon""",NULL,NULL,NULL,1.1,33.5,"""Bug""","""Poison""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""",NULL,NULL,50,50,50,"""Gold""",70,90,70,60,70,40,400,0,2,0,0,0,0,2,90,"""Fast""",800000,"""Bug""",NULL,15,260,"""Level 22""",It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.
63,169,"""Crobat""","""Bat Pokémon""",NULL,NULL,NULL,1.8,75.0,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,50,"""Gold""",85,90,80,70,80,130,535,0,0,0,0,0,3,3,90,"""Medium Fast""",1000000,"""Flying""",NULL,15,62,NULL,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.
262,170,"""Chinchou""","""Angler Pokémon""",NULL,NULL,NULL,0.5,12.0,"""Water""","""Electric""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",NULL,NULL,50,50,50,"""Gold""",75,38,38,56,56,67,330,1,0,0,0,0,0,1,190,"""Slow""",1250000,"""Water 2""",NULL,20,NULL,NULL,Chinchou blink their shining antennae at one another to claim their respective turf.
263,171,"""Lanturn""","""Light Pokémon""",NULL,NULL,NULL,1.2,22.5,"""Water""","""Electric""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",NULL,NULL,50,50,50,"""Gold""",125,58,58,76,76,67,460,2,0,0,0,0,0,2,75,"""Slow""",1250000,"""Water 2""",NULL,20,262,"""Level 27""",The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.
88,172,"""Pichu""","""Tiny Mouse Pokémon""",NULL,NULL,NULL,0.3,2.0,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,50,"""Gold""",20,40,15,35,35,60,205,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,"""No Eggs Discovered""",NULL,10,NULL,NULL,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.
51,173,"""Cleffa""","""Star Shape Pokémon""",NULL,NULL,NULL,0.3,3.0,"""Fairy""",NULL,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Magic Bounce""","""Reflects status moves instead of getting hit by them.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,25,75,140,"""Gold""",50,25,28,45,55,15,218,0,0,0,0,1,0,1,150,"""Fast""",800000,"""No Eggs Discovered""",NULL,10,NULL,NULL,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor."
58,174,"""Igglybuff""","""Balloon Pokémon""",NULL,NULL,NULL,0.3,1.0,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,25,75,50,"""Gold""",90,30,15,40,20,15,210,1,0,0,0,0,0,1,170,"""Fast""",800000,"""No Eggs Discovered""",NULL,10,NULL,NULL,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop."
264,175,"""Togepi""","""Spike Ball Pokémon""",NULL,NULL,NULL,0.3,1.5,"""Fairy""",NULL,"""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""",NULL,NULL,87.5,12.5,50,"""Gold""",35,20,65,40,65,20,245,0,0,0,0,1,0,1,190,"""Fast""",800000,"""No Eggs Discovered""",NULL,10,NULL,NULL,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
265,176,"""Togetic""","""Happiness Pokémon""",NULL,NULL,NULL,0.6,3.2,"""Fairy""","""Flying""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""",NULL,NULL,87.5,12.5,50,"""Gold""",55,40,85,80,105,40,405,0,0,0,0,2,0,2,75,"""Fast""",800000,"""Flying""","""Fairy""",10,264,NULL,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness."
266,177,"""Natu""","""Tiny Bird Pokémon""",NULL,NULL,NULL,0.2,2.0,"""Psychic""","""Flying""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Magic Bounce""","""Reflects status moves instead of getting hit by them.""",NULL,NULL,50,50,50,"""Gold""",40,50,45,70,45,70,320,0,0,0,1,0,0,1,190,"""Medium Fast""",1000000,"""Flying""",NULL,20,NULL,NULL,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something."
267,178,"""Xatu""","""Mystic Pokémon""",NULL,NULL,NULL,1.5,15.0,"""Psychic""","""Flying""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Magic Bounce""","""Reflects status moves instead of getting hit by them.""",NULL,NULL,50,50,50,"""Gold""",65,75,70,95,70,95,470,0,0,0,1,0,1,2,75,"""Medium Fast""",1000000,"""Flying""",NULL,20,266,"""Level 25""",They say that it stays still and quiet because it is seeing both the past and future at the same time.
278,179,"""Mareep""","""Wool Pokémon""",NULL,NULL,NULL,0.6,7.8,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,50,50,50,"""Gold""",55,40,40,65,45,35,280,0,0,0,1,0,0,1,235,"""Medium Slow""",1059860,"""Monster""","""Field""",20,NULL,NULL,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you."
279,180,"""Flaaffy""","""Wool Pokémon""",NULL,NULL,NULL,0.8,13.3,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,50,50,50,"""Gold""",70,55,55,80,60,45,365,0,0,0,2,0,0,2,120,"""Medium Slow""",1059860,"""Monster""","""Field""",20,278,"""Level 15""","As a result of storing too much electricity, it developed patches where even downy wool won't grow."
280,181,"""Ampharos""","""Light Pokémon""",NULL,NULL,NULL,1.4,61.5,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,50,50,50,"""Gold""",90,75,85,115,90,55,510,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Monster""","""Field""",20,279,"""Level 30""",The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.
1394,181,"""Ampharos""","""Light Pokémon""","""Mega""",280,NULL,1.4,61.5,"""Electric""","""Dragon""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X""",90,95,105,165,110,45,610,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Monster""","""Field""",20,NULL,NULL,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.
67,182,"""Bellossom""","""Flower Pokémon""",NULL,NULL,NULL,0.4,5.8,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,"""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,50,50,50,"""Gold""",75,80,95,90,100,50,490,0,0,0,0,3,0,3,45,"""Medium Slow""",1059860,"""Grass""",NULL,20,65,"""Sun Stone""","Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
283,183,"""Marill""","""Aqua Mouse Pokémon""",NULL,NULL,NULL,0.4,8.5,"""Water""","""Fairy""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",NULL,NULL,50,50,50,"""Gold""",70,20,50,20,50,40,250,2,0,0,0,0,0,2,190,"""Fast""",800000,"""Water 1""","""Fairy""",10,426,NULL,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning."
284,184,"""Azumarill""","""Aqua Rabbit Pokémon""",NULL,NULL,NULL,0.8,28.5,"""Water""","""Fairy""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",NULL,NULL,50,50,50,"""Gold""",100,50,80,60,80,50,420,3,0,0,0,0,0,3,75,"""Fast""",800000,"""Water 1""","""Fairy""",10,283,"""Level 18""",It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.
285,185,"""Sudowoodo""","""Imitation Pokémon""",NULL,NULL,NULL,1.2,38.0,"""Rock""",NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,50,"""Gold""",70,110,115,30,65,30,420,0,0,2,0,0,0,2,65,"""Medium Fast""",1000000,"""Mineral""",NULL,20,636,"""Knowing Mimic""","Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant."
286,186,"""Politoed""","""Frog Pokémon""",NULL,NULL,NULL,1.1,33.9,"""Water""",NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Drizzle""","""The Pokémon makes it rain when it enters a battle.""",NULL,NULL,50,50,50,"""Gold""",90,75,75,90,100,70,500,0,0,0,0,3,0,3,45,"""Medium Slow""",1059860,"""Water 1""",NULL,20,982,"""King's Rock""","If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide."
287,187,"""Hoppip""","""Cottonweed Pokémon""",NULL,NULL,NULL,0.4,0.5,"""Grass""","""Flying""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,50,"""Gold""",35,35,40,35,55,50,250,0,0,0,0,1,0,1,255,"""Medium Slow""",1059860,"""Fairy""","""Grass""",20,NULL,NULL,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though."
